498,476
686,475
677,444
496,447
666,421
707,335
689,310
646,390
398,227
399,212
356,211
355,231
272,243
304,243
314,225
276,224
275,307
340,314
344,286
281,281
359,342
429,347
430,321
361,316
30,267
63,253
25,243
0,262
131,195
146,186
121,183
99,197
65,198
90,205
103,187
82,184
73,573
136,573
154,473
86,469
191,474
267,483
279,403
191,395
